,parcela,dia,pendiente dia -15,pendiente dia -10,pendiente dia -5,ndvi,recogido,tmed,prec,precSum3,estacion,pres,estacionPres
5262,22_246_0_0_502_5217_1,289,0.0069123675954025,0.0066653043475748,0.0110394726395512,0.3619225407030931,0,16.2,0.0,0.0,9898,954.45,9898
5263,22_246_0_0_502_5217_1,290,0.0072276684762091,0.0080199625811817,0.0131147228007658,0.3457712801513432,0,14.3,0.0,0.0,9898,953.7,9898
5264,22_246_0_0_502_5217_1,291,0.0076981154844862,0.0094819602734453,0.0146320745828963,0.3294218049621514,1,16.0,0.0,0.0,9898,955.6500000000001,9898
5265,22_246_0_0_502_5217_1,292,0.0082785025601073,0.0109187965478518,0.0154869744994258,0.3135524889763226,1,17.4,0.0,0.0,9898,959.5,9898
5266,22_246_0_0_502_5217_1,293,0.0089028019072807,0.012179155003196,0.0156726773099659,0.2988509718965372,1,18.0,0.0,0.0,9898,961.3499999999999,9898
5267,22_246_0_0_502_5217_1,294,0.0095047066736219,0.0131114919826337,0.0151835113257162,0.286004984074512,1,17.6,0.0,0.0,9898,957.0,9898
5268,22_246_0_0_502_5217_1,295,0.0100179100067465,0.0135642638293209,0.014013804857876,0.2757022558619629,1,15.5,0.0,0.0,9898,953.3499999999999,9898
5269,22_246_0_0_502_5217_1,296,0.0103811271144256,0.0134057676896414,0.0121794607963864,0.268524500980219,0,13.7,0.0,0.0,9898,955.45,9898
5270,22_246_0_0_502_5217_1,297,0.0105750314858804,0.0126872379306817,0.0098875013619376,0.2641149821666342,0,11.4,0.0,0.0,9898,957.45,9898
5271,22_246_0_0_502_5217_1,298,0.0106010336560335,0.0115587341358372,0.0074447909617085,0.2616270170879943,0,12.8,0.0,0.0,9898,958.4,9898
5272,22_246_0_0_502_5217_1,299,0.0104606823480263,0.0101712872022639,0.0051590630788117,0.2602096686804532,0,13.2,0.0,0.0,9898,957.2,9898
5273,22_246_0_0_502_5217_1,300,0.0101555262850005,0.0086759280271178,0.0033380511963596,0.2590119998801648,0,13.0,0.0,0.0,9898,959.05,9898
5274,22_246_0_0_502_5263_1,281,0.0074044262826232,0.0058146283592258,0.001891816424999,0.3945378433396518,0,14.7,0.0,0.0,9898,955.95,9898
5275,22_246_0_0_502_5263_1,282,0.0066756981009769,0.0045723364734439,0.0007484266515814,0.3954114538612676,0,16.1,0.0,0.0,9898,955.5999999999999,9898
5276,22_246_0_0_502_5263_1,283,0.0059627259140469,0.0034026994912013,2.744772190935718e-05,0.3959148708363538,0,15.6,0.0,0.0,9898,956.7,9898
5277,22_246_0_0_502_5263_1,284,0.0053052495050012,0.0024340544354856,-0.0001779456064524,0.3953188655326185,0,14.1,0.0,0.0,9898,957.95,9898
5278,22_246_0_0_502_5263_1,285,0.0047430086570077,0.0017947383292848,0.0002254214240606,0.3928942092177696,0,15.0,0.0,0.0,9898,958.15,9898
5279,22_246_0_0_502_5263_1,286,0.0043112052544038,0.0015980877348793,0.0013043590447596,0.3880160481158534,0,14.5,0.0,0.0,9898,954.6500000000001,9898
5280,22_246_0_0_502_5263_1,287,0.0040045875121343,0.0018087581205483,0.0028690895895152,0.3810660059136916,0,15.3,0.0,0.0,9898,955.05,9898
5281,22_246_0_0_502_5263_1,288,0.0037968813217626,0.0023063463523973,0.0045852449828853,0.3729886459219272,0,14.2,0.0,0.0,9898,958.05,9898
5282,22_246_0_0_502_5263_1,289,0.0036616474700595,0.0029694439663773,0.0061168335392072,0.3647346978365823,0,16.2,0.0,0.0,9898,954.45,9898
5283,22_246_0_0_502_5263_1,290,0.0035724467437959,0.0036766424984394,0.0071278635728183,0.3572548913536779,0,14.3,0.0,0.0,9898,953.7,9898
5284,22_246_0_0_502_5263_1,291,0.0035101892547148,0.0043193756695728,0.0073343922943859,0.3513440866439238,1,16.0,0.0,0.0,9898,955.6500000000001,9898
5285,22_246_0_0_502_5263_1,292,0.0035197437843248,0.0049054023506965,0.0069417151118778,0.3463574303543023,1,17.4,0.0,0.0,9898,959.5,9898
5286,22_246_0_0_502_5263_1,293,0.0036786726809694,0.0055042851604995,0.0064233253381137,0.3408720192313583,1,18.0,0.0,0.0,9898,961.3499999999999,9898
5287,22_246_0_0_502_5263_1,294,0.0040647866155972,0.0061861527266221,0.006255471914037,0.333457338266397,1,17.6,0.0,0.0,9898,957.0,9898
5288,22_246_0_0_502_5263_1,295,0.0047558962591566,0.0070211336767046,0.006914403780591,0.3226828724507228,1,15.5,0.0,0.0,9898,953.3499999999999,9898
5289,22_246_0_0_502_5263_1,296,0.0058108463122559,0.0080640899460041,0.0087937875976223,0.307375148655812,0,13.7,0.0,0.0,9898,955.45,9898
5290,22_246_0_0_502_5263_1,297,0.0071183630223034,0.0092429997386975,0.0115442843655172,0.288636008526716,0,11.4,0.0,0.0,9898,957.45,9898
5291,22_246_0_0_502_5263_1,298,0.0084773122821103,0.0104233459317228,0.0144233665253318,0.268755186604699,0,12.8,0.0,0.0,9898,958.4,9898
5292,22_246_0_0_502_5263_1,299,0.009685742154945,0.0114701964628139,0.0166849210115909,0.2500327332084425,0,13.2,0.0,0.0,9898,957.2,9898
5293,22_246_0_0_502_5263_1,300,0.0105417007040763,0.0122486192697053,0.0175828347588196,0.2347686986566244,0,13.0,0.0,0.0,9898,959.05,9898
5294,22_246_0_1_502_26_1,281,0.0014920365447411,0.0005328139448035,0.0006816845561788,0.8592587993961366,0,14.7,0.0,0.0,9898,955.95,9898
5295,22_246_0_1_502_26_1,282,0.0012609923541199,0.0005284562667783,0.0008028919454345,0.8582323604527338,0,16.1,0.0,0.0,9898,955.5999999999999,9898
5296,22_246_0_1_502_26_1,283,0.0010762561715635,0.000620108607871,0.0009615186778822,0.8568442644534868,0,15.6,0.0,0.0,9898,956.7,9898
5297,22_246_0_1_502_26_1,284,0.0009649874585234,0.0008017690391114,0.0012060493748335,0.8548974356254314,0,14.1,0.0,0.0,9898,957.95,9898
5298,22_246_0_1_502_26_1,285,0.0009543456764512,0.00106743563153,0.0015849686575997,0.8521947981956021,0,15.0,0.0,0.0,9898,958.15,9898
5299,22_246_0_1_502_26_1,286,0.0010674578751294,0.00140921514598,0.0021367457357811,0.8485750707172307,0,14.5,0.0,0.0,9898,954.6500000000001,9898
5300,22_246_0_1_502_26_1,287,0.0012863193467708,0.0018024687260952,0.0028020455067559,0.8442221329189541,0,15.3,0.0,0.0,9898,955.05,9898
5301,22_246_0_1_502_26_1,288,0.001568828773549,0.0022138938913936,0.003466269104905,0.8395129189289614,0,14.2,0.0,0.0,9898,958.05,9898
5302,22_246_0_1_502_26_1,289,0.0018725765628107,0.0026101204925215,0.0040141916102095,0.8348264775743839,0,16.2,0.0,0.0,9898,954.45,9898
5303,22_246_0_1_502_26_1,290,0.0021551531219033,0.0029577783801247,0.0043305881026498,0.8305418576823528,0,14.3,0.0,0.0,9898,953.7,9898
5304,22_246_0_1_502_26_1,291,0.0023799063708652,0.0032290172782084,0.0043212888206358,0.8269686266140517,1,16.0,0.0,0.0,9898,955.6500000000001,9898
5305,22_246_0_1_502_26_1,292,0.002564816333269,0.0034457785271863,0.0040895115476166,0.8237745751808707,1,17.4,0.0,0.0,9898,959.5,9898
5306,22_246_0_1_502_26_1,293,0.0027580794996773,0.0036563599105749,0.0038464507162447,0.8202806653477377,1,18.0,0.0,0.0,9898,961.3499999999999,9898
5307,22_246_0_1_502_26_1,294,0.0030082144325405,0.003909296961394,0.0038044023125785,0.8158044660114911,1,17.6,0.0,0.0,9898,957.0,9898
5308,22_246_0_1_502_26_1,295,0.0033637396943088,0.0042531252126633,0.0041756623226768,0.8096635460689686,1,15.5,0.0,0.0,9898,953.3499999999999,9898
5309,22_246_0_1_502_26_1,296,0.0038680919919281,0.0047337651200016,0.0051462414193674,0.8012374195172146,0,13.7,0.0,0.0,9898,955.45,9898
5310,22_246_0_1_502_26_1,297,0.004518561792011,0.0053768199346386,0.0066641283216605,0.7904539335725678,0,11.4,0.0,0.0,9898,957.45,9898
5311,22_246_0_1_502_26_1,298,0.005287803734946,0.0061985710499665,0.0085506913836882,0.7775272084292963,0,12.8,0.0,0.0,9898,958.4,9898
5312,22_246_0_1_502_26_1,299,0.0061482390214255,0.0072152627270336,0.0106261231414887,0.7626738503040474,0,13.2,0.0,0.0,9898,957.2,9898
5313,22_246_0_1_502_26_1,300,0.0070722888521424,0.0084431392268888,0.0127106161311008,0.7461104654134646,0,13.0,0.0,0.0,9898,959.05,9898
5314,22_253_0_0_1_118_1,287,0.0068328334865325,0.0054857081038092,0.0058883192057429,0.3912430191510651,0,15.3,0.0,0.0,9898,955.05,9898
5315,22_253_0_0_1_118_1,288,0.0067410658742013,0.0057510050021723,0.0069656903360345,0.3819081961894956,0,14.2,0.0,0.0,9898,958.05,9898
5316,22_253_0_0_1_118_1,289,0.006699706137386,0.0061643677652026,0.0080386695576237,0.3720221192457962,0,16.2,0.0,0.0,9898,954.45,9898
5317,22_253_0_0_1_118_1,290,0.0067105651948197,0.006675574551326,0.0089324421237038,0.3619878108255542,0,14.3,0.0,0.0,9898,953.7,9898
5318,22_253_0_0_1_118_1,291,0.0067734840871619,0.007232212675834,0.0094830544381118,0.3522082934343565,0,16.0,0.0,0.0,9898,955.6500000000001,9898
5319,22_253_0_0_1_118_1,292,0.006867567374091,0.0077598025601988,0.0096312859146546,0.343086589577792,0,17.4,0.0,0.0,9898,959.5,9898
5320,22_253_0_0_1_118_1,293,0.0069595016299847,0.008171092610822,0.0093764948856095,0.3350257217614478,0,18.0,0.0,0.0,9898,961.3499999999999,9898
5321,22_253_0_0_1_118_1,294,0.0070162938745604,0.0083794078254499,0.0087201460932761,0.3284213887794154,0,17.6,0.0,0.0,9898,957.0,9898
5322,22_253_0_0_1_118_1,295,0.0070231266976435,0.0083253365569911,0.0077182309902784,0.3233966558741618,0,15.5,0.0,0.0,9898,953.3499999999999,9898
5323,22_253_0_0_1_118_1,296,0.0069868773807021,0.007989630614275,0.0064962067904381,0.3197272594821656,0,13.7,0.0,0.0,9898,955.45,9898
5324,22_253_0_0_1_118_1,297,0.0069012144681924,0.0074076620994172,0.0051840382841798,0.3171663981568929,1,11.4,0.0,0.0,9898,957.45,9898
5325,22_253_0_0_1_118_1,298,0.0067512918278572,0.0066440925737685,0.0039116902619275,0.3154672704518099,1,12.8,0.0,0.0,9898,958.4,9898
5326,22_253_0_0_1_118_1,299,0.0065221594742354,0.0057639044325413,0.0028076627718064,0.3143830749203831,1,13.2,0.0,0.0,9898,957.2,9898
5327,22_253_0_0_1_118_1,300,0.0061988674218663,0.0048320800709475,0.0019459291516165,0.313667010116079,1,13.0,0.0,0.0,9898,959.05,9898
5328,22_253_0_0_1_118_1,301,0.0057700860688368,0.0039136018841992,0.0013309969779603,0.3130722745923636,1,13.0,0.0,0.0,9898,957.45,9898
5329,22_253_0_0_1_118_1,302,0.0052593944091557,0.0030734486564063,0.0009628590286328,0.3123521030137288,0,13.6,0.2,0.2,9898,953.05,9898
5330,22_253_0_0_1_118_1,303,0.0047062333221279,0.0023711025403871,0.0008305148188467,0.3113146963575763,0,12.4,26.6,26.8,9898,947.55,9898
5331,22_253_0_0_1_118_1,304,0.004139212406552,0.0018487455631899,0.0008898283545734,0.3099339331475156,0,14.0,1.4,28.2,9898,944.25,9898
5332,22_253_0_0_1_118_1,305,0.0035848685508546,0.0015181873311427,0.0010904455106689,0.3082147825627341,0,17.0,9.2,37.2,9898,945.75,9898
5333,22_253_0_0_1_118_1,306,0.0030697386434624,0.0013565045699746,0.0013820121619888,0.3061622137824191,0,12.1,0.0,10.6,9898,945.8,9898
5334,22_253_0_0_4_60_1,287,0.0067470925523394,0.0057445023277874,0.0055112093475386,0.4751874073131423,0,15.3,0.0,0.0,9898,955.05,9898
5335,22_253_0_0_4_60_1,288,0.0064453055490242,0.0056474609399276,0.0055164138825781,0.4695771134369494,0,14.2,0.0,0.0,9898,958.05,9898
5336,22_253_0_0_4_60_1,289,0.0061955697792039,0.005617259833666,0.0055740108229407,0.4637554501739531,0,16.2,0.0,0.0,9898,954.45,9898
5337,22_253_0_0_4_60_1,290,0.0060138348696448,0.0056460442511516,0.0057006955665411,0.4576319545523737,0,14.3,0.0,0.0,9898,953.7,9898
5338,22_253_0_0_4_60_1,291,0.0059126813073102,0.0057236341158227,0.0059055664117379,0.4511489627156221,0,16.0,0.0,0.0,9898,955.6500000000001,9898
5339,22_253_0_0_4_60_1,292,0.00587204437125,0.0058191689028568,0.006127128458175,0.4445517650222668,0,17.4,0.0,0.0,9898,959.5,9898
5340,22_253_0_0_4_60_1,293,0.0058534899003775,0.0058909808519277,0.0062655478212773,0.4382493743305625,0,18.0,0.0,0.0,9898,961.3499999999999,9898
5341,22_253_0_0_4_60_1,294,0.0058183762196701,0.0058973099073094,0.0062206089916781,0.4326524052155623,0,17.6,0.0,0.0,9898,957.0,9898
5342,22_253_0_0_4_60_1,295,0.0057280616541047,0.005796396013276,0.0058920964600109,0.4281714722523191,0,15.5,0.0,0.0,9898,953.3499999999999,9898
5343,22_253_0_0_4_60_1,296,0.0055518812764359,0.0055569710047,0.0052083755976622,0.4251070847273109,0,13.7,0.0,0.0,9898,955.45,9898
5344,22_253_0_0_4_60_1,297,0.0053305563728486,0.0052402298855037,0.0043533313128323,0.4227851084581052,1,11.4,0.0,0.0,9898,957.45,9898
5345,22_253_0_0_4_60_1,298,0.0051424409317296,0.0049554544563054,0.0036453610913334,0.4200225688738953,1,12.8,0.0,0.0,9898,958.4,9898
5346,22_253_0_0_4_60_1,299,0.0050662287802793,0.0048123377589486,0.0034040665262191,0.4156320725844665,1,13.2,0.0,0.0,9898,957.2,9898
5347,22_253_0_0_4_60_1,300,0.0051806137456983,0.004920572835277,0.0039490492105431,0.4084262261996035,1,13.0,0.0,0.0,9898,959.05,9898
5348,22_253_0_0_4_60_1,301,0.0055540331884449,0.0053782665767984,0.0055481575559345,0.3973662969476381,1,13.0,0.0,0.0,9898,957.45,9898
5349,22_253_0_0_4_60_1,302,0.0061674765074434,0.0061876505320775,0.0080219697513228,0.3826752597014911,0,13.6,0.2,0.2,9898,953.05,9898
5350,22_253_0_0_4_60_1,303,0.0069576517122694,0.0073037036577654,0.0109620462241974,0.3652123377529079,0,12.4,26.6,26.8,9898,947.55,9898
5351,22_253_0_0_4_60_1,304,0.0078609216312782,0.0086810779510782,0.0139580893759373,0.3458416257047796,0,14.0,1.4,28.2,9898,944.25,9898
5352,22_253_0_0_4_60_1,305,0.0088136490928251,0.0102744254092322,0.0165998016079213,0.3254272181599967,0,17.0,9.2,37.2,9898,945.75,9898
5353,22_253_0_0_4_60_1,306,0.0097544993662396,0.0120275612505283,0.018506964945122,0.3048314722220277,0,12.1,0.0,10.6,9898,945.8,9898
5354,22_253_0_0_9_67_2,335,0.0002200113353539,0.0002542126656875,0.0003308006950343,0.3748654667252262,0,7.3,0.0,0.0,9898,957.7,9898
5355,22_253_0_0_9_67_2,336,0.0003155728667144,0.000284769328467,0.0005225436422269,0.3740016325214929,0,5.0,0.0,0.0,9898,951.25,9898
5356,22_253_0_0_9_67_2,337,0.0003627508721833,0.0003102487667165,0.0006420832500916,0.3733681110688475,0,5.6,0.0,0.0,9898,945.6,9898
5357,22_253_0_0_9_67_2,338,0.0003541732496011,0.0003135455540793,0.0006199722598271,0.373210139280736,0,7.2,0.0,0.0,9898,950.45,9898
5358,22_253_0_0_9_67_2,339,0.0002824989027337,0.0002622931032573,0.0003882845391995,0.373772954070604,0,7.4,1.8,1.8,9898,952.85,9898
5359,22_253_0_0_9_67_2,340,0.0001403867353469,0.00012176778485,-8.726512533423492e-05,0.3753017923518974,0,3.4,2.2,4.0,9898,950.3,9898
5360,22_253_0_0_9_67_2,341,-7.449134322254173e-05,-0.0001352345221874,-0.0007930126866017,0.3779666959545017,0,6.2,0.0,4.0,9898,953.7,9898
5361,22_253_0_0_9_67_2,342,-0.0003336754279046,-0.0004897202835276,-0.0016215238171469,0.3814757301545822,0,6.6,2.6,4.800000000000001,9898,949.0999999999999,9898
5362,22_253_0_0_9_67_2,343,-0.0006010691483752,-0.0009051631467286,-0.0024302985532844,0.385361632047158,0,4.9,0.0,2.6,9898,945.25,9898
5363,22_253_0_0_9_67_2,344,-0.0008507278427651,-0.0013442425978053,-0.0030767697348103,0.3891568027446559,0,4.4,14.4,17.0,9898,949.1,9898
5364,22_253_0_0_9_67_2,345,-0.001058278210607,-0.0017528176634277,-0.0034183702015211,0.3923936433595033,1,8.7,0.0,14.4,9898,946.75,9898
5365,22_253_0_0_9_67_2,346,-0.0012040836486448,-0.0020673972940807,-0.0033417819015596,0.3946756054623,1,10.1,0.0,14.4,9898,952.75,9898
5366,22_253_0_0_9_67_2,347,-0.0012964931862869,-0.0022657814044761,-0.0029100389918054,0.3960259251136094,1,7.9,0.0,0.0,9898,959.6500000000001,9898
5367,22_253_0_0_9_67_2,348,-0.0013540971069766,-0.0023411317903785,-0.0022519650274726,0.3966214571845214,1,7.2,0.0,0.0,9898,960.75,9898
5368,22_253_0_0_9_67_2,349,-0.0013949939532872,-0.0022866331995306,-0.0014964966642508,0.3966392860659102,1,2.2,0.0,0.0,9898,962.15,9898
5369,22_253_0_0_9_67_2,350,-0.0014260686282282,-0.0020954703796751,-0.0007725705578292,0.3962564961486493,0,0.4,0.0,0.0,9898,962.5,9898
5370,22_253_0_0_9_67_2,351,-0.0014432359534746,-0.0017683475869111,-0.0001949132722625,0.3956501718236129,0,-0.2,0.0,0.0,9898,964.25,9898
5371,22_253_0_0_9_67_2,352,-0.0014419524275218,-0.0013521667327092,0.0002057055263869,0.3949973974816748,0,0.2,0.0,0.0,9898,964.3,9898
5372,22_253_0_0_9_67_2,353,-0.0014176745488648,-0.000911362546655,0.0004292399341625,0.3944752575137089,0,1.9,0.0,0.0,9898,964.3,9898
5373,22_253_0_0_9_67_2,354,-0.001365858815999,-0.0005104033565933,0.0004756899510642,0.3942608363105891,0,1.1,0.0,0.0,9898,961.65,9898
5374,22_253_0_0_9_68_5,335,0.0005176823106331,-0.0005889936216054,0.0003355751240594,0.335221786619935,0,7.3,0.0,0.0,9898,957.7,9898
5375,22_253_0_0_9_68_5,336,9.950355448370048e-05,-0.0003637373181529,0.0005403130861256,0.3344855177048578,0,5.0,0.0,0.0,9898,951.25,9898
5376,22_253_0_0_9_68_5,337,-0.0001548858506298,-0.0001097515710219,0.0006383211381587,0.333864640282699,0,5.6,0.0,0.0,9898,945.6,9898
5377,22_253_0_0_9_68_5,338,-0.0002787808400151,0.0001228623547263,0.0006375941375448,0.3334259401141189,0,7.2,0.0,0.0,9898,950.45,9898
5378,22_253_0_0_9_68_5,339,-0.0002993773984558,0.0002944093159219,0.0005647415174409,0.3331431300809221,0,7.4,1.8,1.8,9898,952.85,9898
5379,22_253_0_0_9_68_5,340,-0.0002429865326501,0.00039230138466,0.0004490276452606,0.3329766483936316,0,3.4,2.2,4.0,9898,950.3,9898
5380,22_253_0_0_9_68_5,341,-0.0001359192492961,0.0004300149872715,0.0003197168884174,0.3328869332627703,0,6.2,0.0,4.0,9898,953.7,9898
5381,22_253_0_0_9_68_5,342,-4.48655509212396e-06,0.0004221823074631,0.0002060434767675,0.3328344228988611,0,6.6,2.6,4.800000000000001,9898,949.0999999999999,9898
5382,22_253_0_0_9_68_5,343,0.0001250005432636,0.0003834355289416,0.0001292769203384,0.3327795555124268,0,4.9,0.0,2.6,9898,945.25,9898
5383,22_253_0_0_9_68_5,344,0.0002269635950767,0.0003284068354136,9.207215338633556e-05,0.3326827693139904,0,4.4,14.4,17.0,9898,949.1,9898
5384,22_253_0_0_9_68_5,345,0.0002930106484105,0.000271728410586,9.442917591140354e-05,0.3325045025140746,1,8.7,0.0,14.4,9898,946.75,9898
5385,22_253_0_0_9_68_5,346,0.0003315406082996,0.0002271543693866,0.0001345918503558,0.3322139740109913,1,10.1,0.0,14.4,9898,952.75,9898
5386,22_253_0_0_9_68_5,347,0.0003482643130089,0.0002032359004339,0.0002004283241003,0.3318322812783593,1,7.9,0.0,0.0,9898,959.6500000000001,9898
5387,22_253_0_0_9_68_5,348,0.0003476269473989,0.000202643352326,0.0002760097843136,0.3313995065908587,1,7.2,0.0,0.0,9898,960.75,9898
5388,22_253_0_0_9_68_5,349,0.0003340718053348,0.0002187369492818,0.0003454017451773,0.3309557605881038,1,2.2,0.0,0.0,9898,962.15,9898
5389,22_253_0_0_9_68_5,350,0.0003120421806817,0.0002435494483923,0.0003926697208732,0.3305411539097084,0,0.4,0.0,0.0,9898,962.5,9898
5390,22_253_0_0_9_68_5,351,0.0002859813673047,0.0002691136067483,0.0004036353631407,0.3301957971952873,0,-0.2,0.0,0.0,9898,964.25,9898
5391,22_253_0_0_9_68_5,352,0.0002603226132163,0.0002874621814406,0.000374496038781,0.3299598010844541,0,0.2,0.0,0.0,9898,964.3,9898
5392,22_253_0_0_9_68_5,353,0.0002368442598197,0.0002906279295603,0.000305246074807,0.3298732762168233,0,1.9,0.0,0.0,9898,964.3,9898
5393,22_253_0_0_9_68_5,354,0.0002111197899275,0.0002706436081981,0.0001958854712189,0.3299763332320091,0,1.1,0.0,0.0,9898,961.65,9898
5394,22_284_0_1_511_53_1,16,0.0036713978796904,0.0055023979206995,0.0054901051155687,0.2295461402165491,0,5.8,0.0,0.0,9898,not initialized,not initialized
5395,22_284_0_1_511_53_1,17,0.0041455212392774,0.0054311078489833,0.0049400214805805,0.2260186841128417,1,5.2,0.0,0.0,9898,not initialized,not initialized
5396,22_284_0_1_511_53_1,18,0.0044358926542126,0.005200162771135,0.0042895454800471,0.2232186653133355,1,8.6,0.0,0.0,9898,not initialized,not initialized
5397,22_284_0_1_511_53_1,19,0.0045685927733972,0.0048486836605066,0.0036042117767089,0.2209868199062027,1,5.2,0.0,0.0,9898,not initialized,not initialized
5398,22_284_0_1_511_53_1,20,0.0045697022457326,0.00441579149045,0.0029495550333065,0.219163883979615,1,5.6,0.0,0.0,9898,not initialized,not initialized
5399,22_284_0_1_511_53_1,21,0.00446530172012,0.0039406072172648,0.0023911093189609,0.2175905936217446,1,3.0,3.6,3.6,9898,not initialized,not initialized
5400,22_284_0_1_511_53_1,22,0.0042814718454607,0.0034611106594981,0.0019821998384156,0.2161076849207632,0,7.4,6.0,9.6,9898,not initialized,not initialized
5401,22_284_0_1_511_53_1,23,0.0040442932706562,0.0030110498748728,0.0017325542696985,0.2145558939648427,0,5.2,0.4,10.0,9898,not initialized,not initialized
5402,22_284_0_1_511_53_1,24,0.0037793870623755,0.0026225028214111,0.0016407938661133,0.2127828505756358,0,4.7,8.0,14.4,9898,not initialized,not initialized
5403,22_284_0_1_511_53_1,25,0.0035041679226693,0.0023152379102071,0.0016809207871078,0.2107592800440756,0,6.8,1.8,10.200000000000001,9898,not initialized,not initialized
5404,22_284_0_1_511_53_1,26,0.0032289756618764,0.0020984109350303,0.0018057125510997,0.208562030866246,0,5.8,5.4,15.200000000000001,9898,not initialized,not initialized
5405,22_284_0_1_512_27_1,16,-0.0017805779641634,-0.0026685926872019,-0.0026624871831655,0.2116432011114049,0,5.8,0.0,0.0,9898,not initialized,not initialized
5406,22_284_0_1_512_27_1,17,-0.0020078294157834,-0.0026308634953611,-0.0023868608267149,0.2133189131200712,1,5.2,0.0,0.0,9898,not initialized,not initialized
5407,22_284_0_1_512_27_1,18,-0.0021452921354023,-0.0025142469071781,-0.0020598438083698,0.2146281896939003,1,8.6,0.0,0.0,9898,not initialized,not initialized
5408,22_284_0_1_512_27_1,19,-0.002205837590758,-0.0023380501242595,-0.0017149715167589,0.21565251144564,1,5.2,0.0,0.0,9898,not initialized,not initialized
5409,22_284_0_1_512_27_1,20,-0.0022023372495881,-0.002121580348212,-0.0013857793405109,0.2164733589880383,1,5.6,0.0,0.0,9898,not initialized,not initialized
5410,22_284_0_1_512_27_1,21,-0.0021476625796304,-0.0018841447738266,-0.0011058023644876,0.2171722129338433,1,3.0,3.6,3.6,9898,not initialized,not initialized
5411,22_284_0_1_512_27_1,22,-0.0020546850486228,-0.0016445944909306,-0.0009023281551463,0.2178305538958028,0,7.4,6.0,9.6,9898,not initialized,not initialized
5412,22_284_0_1_512_27_1,23,-0.001936276124303,-0.0014200891834613,-0.0007803345585529,0.2185298624866649,0,5.2,0.4,10.0,9898,not initialized,not initialized
5413,22_284_0_1_512_27_1,24,-0.0018050633380138,-0.0012270306411407,-0.0007390897655224,0.2193479602732525,0,4.7,8.0,14.4,9898,not initialized,not initialized
5414,22_284_0_1_512_27_1,25,-0.0016693184587089,-0.0010752870101068,-0.0007647946797026,0.2202973323865518,0,6.8,1.8,10.200000000000001,9898,not initialized,not initialized
5415,22_284_0_1_512_27_1,26,-0.0015335580560024,-0.0009690934924208,-0.000832384620354,0.2213341360356136,0,5.8,5.4,15.200000000000001,9898,not initialized,not initialized
5416,22_284_0_1_512_28_1,16,-0.0013106197717367,-0.0019641328284555,-0.0019634394020635,0.2110471824065921,0,5.8,0.0,0.0,9898,not initialized,not initialized
5417,22_284_0_1_512_28_1,17,-0.00154966941543,-0.0020206581490675,-0.0019961996850551,0.2132164723526347,1,5.2,0.0,0.0,9898,not initialized,not initialized
5418,22_284_0_1_512_28_1,18,-0.001743529420686,-0.0020623619590096,-0.0020720125761215,0.215523867799918,1,8.6,0.0,0.0,9898,not initialized,not initialized
5419,22_284_0_1_512_28_1,19,-0.001898802703915,-0.0020991486328972,-0.0021782750393586,0.2179624866006246,1,5.2,0.0,0.0,9898,not initialized,not initialized
5420,22_284_0_1_512_28_1,20,-0.0020220921815274,-0.0021409225453459,-0.0023023840388627,0.2205254466069372,1,5.6,0.0,0.0,9898,not initialized,not initialized
5421,22_284_0_1_512_28_1,21,-0.0021200007699334,-0.0021975880274764,-0.0024317366528892,0.2232058656710385,1,3.0,3.6,3.6,9898,not initialized,not initialized
5422,22_284_0_1_512_28_1,22,-0.0021991313855434,-0.0022761387717752,-0.0025560778584952,0.2259968616451112,0,7.4,6.0,9.6,9898,not initialized,not initialized
5423,22_284_0_1_512_28_1,23,-0.0022660869447677,-0.0023727747462027,-0.002673536916284,0.228891552381338,0,5.2,0.4,10.0,9898,not initialized,not initialized
5424,22_284_0_1_512_28_1,24,-0.0023273261141895,-0.0024809780580663,-0.0027836810767739,0.2318808919844945,0,4.7,8.0,14.4,9898,not initialized,not initialized
5425,22_284_0_1_512_28_1,25,-0.0023867318153018,-0.0025903671970381,-0.0028783503552135,0.2349171983830049,0,6.8,1.8,10.200000000000001,9898,not initialized,not initialized
5426,22_284_0_1_512_28_1,26,-0.0024459663363319,-0.0026872298034662,-0.0029427229540431,0.2379194804412543,0,5.8,5.4,15.200000000000001,9898,not initialized,not initialized
5427,22_284_0_1_512_29_1,16,-0.0016588732012428,-0.0024860430170952,-0.0024849335263729,0.223007343450201,0,5.8,0.0,0.0,9898,not initialized,not initialized
5428,22_284_0_1_512_29_1,17,-0.0019571024186888,-0.0025525036732476,-0.0025121406341169,0.2256965400279038,1,5.2,0.0,0.0,9898,not initialized,not initialized
5429,22_284_0_1_512_29_1,18,-0.0021970717458305,-0.0025978851373085,-0.0025895435903874,0.2285388471645347,1,8.6,0.0,0.0,9898,not initialized,not initialized
5430,22_284_0_1_512_29_1,19,-0.0023875181745581,-0.002635292897113,-0.0027040781161953,0.2315326984517161,1,5.2,0.0,0.0,9898,not initialized,not initialized
5431,22_284_0_1_512_29_1,20,-0.0025371786967616,-0.0026778324404961,-0.0028426799325512,0.2346765274810699,1,5.6,0.0,0.0,9898,not initialized,not initialized
5432,22_284_0_1_512_29_1,21,-0.0026547903043312,-0.0027386092025881,-0.0029922848788033,0.237968767844218,1,3.0,3.6,3.6,9898,not initialized,not initialized
